institution_id,reference_profile,family,n_oob_predictions,family_dominant_profile,family_dominant_probability,family_reference_profile_probability,profile_1_probability,profile_2_probability
INST_077,1,R1_PCA85_WARD,56,1,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429
INST_077,1,R0_KMEANS,56,1,0.875,0.875,0.875,0.125
INST_077,1,R1_PCA85_KMEANS,55,1,0.7818181818181819,0.7818181818181819,0.7818181818181819,0.21818181818181817
INST_078,1,R0_WARD,54,1,1.0,1.0,1.0,0.0
INST_078,1,R1_PCA85_WARD,34,1,1.0,1.0,1.0,0.0
INST_078,1,R0_KMEANS,45,1,1.0,1.0,1.0,0.0
INST_078,1,R1_PCA85_KMEANS,53,1,1.0,1.0,1.0,0.0
INST_079,1,R0_WARD,41,1,1.0,1.0,1.0,0.0
INST_079,1,R1_PCA85_WARD,43,1,1.0,1.0,1.0,0.0
INST_079,1,R0_KMEANS,48,1,1.0,1.0,1.0,0.0
INST_079,1,R1_PCA85_KMEANS,52,1,1.0,1.0,1.0,0.0
